flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,packets_count,fwd_packets_count,bwd_packets_count,total_payload_bytes,fwd_total_payload_bytes,bwd_total_payload_bytes,payload_bytes_max,payload_bytes_min,payload_bytes_mean,payload_bytes_std,payload_bytes_variance,payload_bytes_median,payload_bytes_skewness,payload_bytes_cov,payload_bytes_mode,fwd_payload_bytes_max,fwd_payload_bytes_min,fwd_payload_bytes_mean,fwd_payload_bytes_std,fwd_payload_bytes_variance,fwd_payload_bytes_median,fwd_payload_bytes_skewness,fwd_payload_bytes_cov,fwd_payload_bytes_mode,bwd_payload_bytes_max,bwd_payload_bytes_min,bwd_payload_bytes_mean,bwd_payload_bytes_std,bwd_payload_bytes_variance,bwd_payload_bytes_median,bwd_payload_bytes_skewness,bwd_payload_bytes_cov,bwd_payload_bytes_mode,total_header_bytes,max_header_bytes,min_header_bytes,mean_header_bytes,std_header_bytes,median_header_bytes,skewness_header_bytes,cov_header_bytes,mode_header_bytes,variance_header_bytes,fwd_total_header_bytes,fwd_max_header_bytes,fwd_min_header_bytes,fwd_mean_header_bytes,fwd_std_header_bytes,fwd_median_header_bytes,fwd_skewness_header_bytes,fwd_cov_header_bytes,fwd_mode_header_bytes,fwd_variance_header_bytes,bwd_total_header_bytes,bwd_max_header_bytes,bwd_min_header_bytes,bwd_mean_header_bytes,bwd_std_header_bytes,bwd_median_header_bytes,bwd_skewness_header_bytes,bwd_cov_header_bytes,bwd_mode_header_bytes,bwd_variance_header_bytes,fwd_segment_size_mean,fwd_segment_size_max,fwd_segment_size_min,fwd_segment_size_std,fwd_segment_size_variance,fwd_segment_size_median,fwd_segment_size_skewness,fwd_segment_size_cov,fwd_segment_size_mode,bwd_segment_size_mean,bwd_segment_size_max,bwd_segment_size_min,bwd_segment_size_std,bwd_segment_size_variance,bwd_segment_size_median,bwd_segment_size_skewness,bwd_segment_size_cov,bwd_segment_size_mode,segment_size_mean,segment_size_max,segment_size_min,segment_size_std,segment_size_variance,segment_size_median,segment_size_skewness,segment_size_cov,segment_size_mode,fwd_init_win_bytes,bwd_init_win_bytes,active_min,active_max,active_mean,active_std,active_median,active_skewness,active_cov,active_mode,active_variance,idle_min,idle_max,idle_mean,idle_std,idle_median,idle_skewness,idle_cov,idle_mode,idle_variance,bytes_rate,fwd_bytes_rate,bwd_bytes_rate,packets_rate,bwd_packets_rate,fwd_packets_rate,down_up_rate,avg_fwd_bytes_per_bulk,avg_fwd_packets_per_bulk,avg_fwd_bulk_rate,avg_bwd_bytes_per_bulk,avg_bwd_packets_bulk_rate,avg_bwd_bulk_rate,fwd_bulk_state_count,fwd_bulk_total_size,fwd_bulk_per_packet,fwd_bulk_duration,bwd_bulk_state_count,bwd_bulk_total_size,bwd_bulk_per_packet,bwd_bulk_duration,fin_flag_counts,psh_flag_counts,urg_flag_counts,ece_flag_counts,syn_flag_counts,ack_flag_counts,cwr_flag_counts,rst_flag_counts,fwd_fin_flag_counts,fwd_psh_flag_counts,fwd_urg_flag_counts,fwd_ece_flag_counts,fwd_syn_flag_counts,fwd_ack_flag_counts,fwd_cwr_flag_counts,fwd_rst_flag_counts,bwd_fin_flag_counts,bwd_psh_flag_counts,bwd_urg_flag_counts,bwd_ece_flag_counts,bwd_syn_flag_counts,bwd_ack_flag_counts,bwd_cwr_flag_counts,bwd_rst_flag_counts,fin_flag_percentage_in_total,psh_flag_percentage_in_total,urg_flag_percentage_in_total,ece_flag_percentage_in_total,syn_flag_percentage_in_total,ack_flag_percentage_in_total,cwr_flag_percentage_in_total,rst_flag_percentage_in_total,fwd_fin_flag_percentage_in_total,fwd_psh_flag_percentage_in_total,fwd_urg_flag_percentage_in_total,fwd_ece_flag_percentage_in_total,fwd_syn_flag_percentage_in_total,fwd_ack_flag_percentage_in_total,fwd_cwr_flag_percentage_in_total,fwd_rst_flag_percentage_in_total,bwd_fin_flag_percentage_in_total,bwd_psh_flag_percentage_in_total,bwd_urg_flag_percentage_in_total,bwd_ece_flag_percentage_in_total,bwd_syn_flag_percentage_in_total,bwd_ack_flag_percentage_in_total,bwd_cwr_flag_percentage_in_total,bwd_rst_flag_percentage_in_total,fwd_fin_flag_percentage_in_fwd_packets,fwd_psh_flag_percentage_in_fwd_packets,fwd_urg_flag_percentage_in_fwd_packets,fwd_ece_flag_percentage_in_fwd_packets,fwd_syn_flag_percentage_in_fwd_packets,fwd_ack_flag_percentage_in_fwd_packets,fwd_cwr_flag_percentage_in_fwd_packets,fwd_rst_flag_percentage_in_fwd_packets,bwd_fin_flag_percentage_in_bwd_packets,bwd_psh_flag_percentage_in_bwd_packets,bwd_urg_flag_percentage_in_bwd_packets,bwd_ece_flag_percentage_in_bwd_packets,bwd_syn_flag_percentage_in_bwd_packets,bwd_ack_flag_percentage_in_bwd_packets,bwd_cwr_flag_percentage_in_bwd_packets,bwd_rst_flag_percentage_in_bwd_packets,packets_IAT_mean,packet_IAT_std,packet_IAT_max,packet_IAT_min,packet_IAT_total,packets_IAT_median,packets_IAT_skewness,packets_IAT_cov,packets_IAT_mode,packets_IAT_variance,fwd_packets_IAT_mean,fwd_packets_IAT_std,fwd_packets_IAT_max,fwd_packets_IAT_min,fwd_packets_IAT_total,fwd_packets_IAT_median,fwd_packets_IAT_skewness,fwd_packets_IAT_cov,fwd_packets_IAT_mode,fwd_packets_IAT_variance,bwd_packets_IAT_mean,bwd_packets_IAT_std,bwd_packets_IAT_max,bwd_packets_IAT_min,bwd_packets_IAT_total,bwd_packets_IAT_median,bwd_packets_IAT_skewness,bwd_packets_IAT_cov,bwd_packets_IAT_mode,bwd_packets_IAT_variance,subflow_fwd_packets,subflow_bwd_packets,subflow_fwd_bytes,subflow_bwd_bytes,delta_start,handshake_duration,handshake_state,min_bwd_packets_delta_time,max_bwd_packets_delta_time,mean_packets_delta_time,mode_packets_delta_time,variance_packets_delta_time,std_packets_delta_time,median_packets_delta_time,skewness_packets_delta_time,cov_packets_delta_time,mean_bwd_packets_delta_time,mode_bwd_packets_delta_time,variance_bwd_packets_delta_time,std_bwd_packets_delta_time,median_bwd_packets_delta_time,skewness_bwd_packets_delta_time,cov_bwd_packets_delta_time,min_fwd_packets_delta_time,max_fwd_packets_delta_time,mean_fwd_packets_delta_time,mode_fwd_packets_delta_time,variance_fwd_packets_delta_time,std_fwd_packets_delta_time,median_fwd_packets_delta_time,skewness_fwd_packets_delta_time,cov_fwd_packets_delta_time,min_packets_delta_len,max_packets_delta_len,mean_packets_delta_len,mode_packets_delta_len,variance_packets_delta_len,std_packets_delta_len,median_packets_delta_len,skewness_packets_delta_len,cov_packets_delta_len,min_bwd_packets_delta_len,max_bwd_packets_delta_len,mean_bwd_packets_delta_len,mode_bwd_packets_delta_len,variance_bwd_packets_delta_len,std_bwd_packets_delta_len,median_bwd_packets_delta_len,skewness_bwd_packets_delta_len,cov_bwd_packets_delta_len,min_fwd_packets_delta_len,max_fwd_packets_delta_len,mean_fwd_packets_delta_len,mode_fwd_packets_delta_len,variance_fwd_packets_delta_len,std_fwd_packets_delta_len,median_fwd_packets_delta_len,skewness_fwd_packets_delta_len,cov_fwd_packets_delta_len,min_header_bytes_delta_len,max_header_bytes_delta_len,mean_header_bytes_delta_len,mode_header_bytes_delta_len,variance_header_bytes_delta_len,std_header_bytes_delta_len,median_header_bytes_delta_len,skewness_header_bytes_delta_len,cov_header_bytes_delta_len,min_bwd_header_bytes_delta_len,max_bwd_header_bytes_delta_len,mean_bwd_header_bytes_delta_len,mode_bwd_header_bytes_delta_len,variance_bwd_header_bytes_delta_len,std_bwd_header_bytes_delta_len,median_bwd_header_bytes_delta_len,skewness_bwd_header_bytes_delta_len,cov_bwd_header_bytes_delta_len,min_fwd_header_bytes_delta_len,max_fwd_header_bytes_delta_len,mean_fwd_header_bytes_delta_len,mode_fwd_header_bytes_delta_len,variance_fwd_header_bytes_delta_len,std_fwd_header_bytes_delta_len,median_fwd_header_bytes_delta_len,skewness_fwd_header_bytes_delta_len,cov_fwd_header_bytes_delta_len,min_payload_bytes_delta_len,max_payload_bytes_delta_len,mean_payload_bytes_delta_len,mode_payload_bytes_delta_len,variance_payload_bytes_delta_len,std_payload_bytes_delta_len,median_payload_bytes_delta_len,skewness_payload_bytes_delta_len,cov_payload_bytes_delta_len,min_bwd_payload_bytes_delta_len,max_bwd_payload_bytes_delta_len,mean_bwd_payload_bytes_delta_len,mode_bwd_payload_bytes_delta_len,variance_bwd_payload_bytes_delta_len,std_bwd_payload_bytes_delta_len,median_bwd_payload_bytes_delta_len,skewness_bwd_payload_bytes_delta_len,cov_bwd_payload_bytes_delta_len,min_fwd_payload_bytes_delta_len,max_fwd_payload_bytes_delta_len,mean_fwd_payload_bytes_delta_len,mode_fwd_payload_bytes_delta_len,variance_fwd_payload_bytes_delta_len,std_fwd_payload_bytes_delta_len,median_fwd_payload_bytes_delta_len,skewness_fwd_payload_bytes_delta_len,cov_fwd_payload_bytes_delta_len,label
192.168.150.18_40248_4.176.45.16_443_TCP_2025-04-30 13:14:42.383522,2025-04-30 13:14:42.383522,192.168.150.18,40248,4.176.45.16,443,TCP,24,13,11,10008,3488,6520,2856,0,417.0000,720.8003,519553.0833,15.5000,1.9593,1.7285,0.0000,2856,0,268.3077,752.8393,566766.9822,0.0000,3.0925,2.8059,0.0000,1424,0,592.7273,637.7660,406745.4711,274.0000,0.4790,1.0760,0.0000,784,40,32,32.6667,2.2111,32.0000,3.0151,0.0677,32.0000,4.8889,424,40,32,32.6154,2.1318,32.0000,3.1754,0.0654,32.0000,4.5444,360,40,32,32.7273,2.2998,32.0000,2.8460,0.0703,32.0000,5.2893,300.9231,2888,32,752.6229,566441.3018,32.0000,3.0930,2.5010,32.0000,625.4545,1456,32,637.0939,405888.6116,306.0000,0.4800,1.0186,1456.0000,449.6667,2888,32,720.4179,519001.9722,51.5000,1.9605,1.6021,32.0000,65535,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32593.307217231286,11359.457990977491,21233.849226253795,78.16140819479925,35.82397875594965,42.33742943884959,0.8461538461538461,0,0,0,5945.0,5.0,204386371.147541,0,0,0,0,1,5945,5,2.9087066650390625e-05,2,9,0,0,2,23,0,0,1,4,0,0,1,12,0,0,1,5,0,0,1,11,0,0,0.08333333333333333,0.375,0.0,0.0,0.08333333333333333,0.9583333333333334,0.0,0.0,0.041666666666666664,0.16666666666666666,0.0,0.0,0.041666666666666664,0.5,0.0,0.0,0.041666666666666664,0.20833333333333334,0.0,0.0,0.041666666666666664,0.4583333333333333,0.0,0.0,0.07692307692307693,0.3076923076923077,0.0,0.0,0.07692307692307693,0.9230769230769231,0.0,0.0,0.09090909090909091,0.45454545454545453,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,0.0134,0.0246,0.09007906913757324,0.0,0.30705690383911133,0.0020,1.9396,1.8407,0.0000,0.0006,0.0256,0.0341,0.0934751033782959,0.0,0.30705690383911133,0.0025,0.8407,1.3322,0.0000,0.0012,0.0244,0.0372,0.09815692901611328,1.1920928955078125e-06,0.2436680793762207,0.0005,0.9963,1.5286,0.0000,0.0014,0,0,0,0,0.0014,0.0671,3,0.0010,98.1570,13.3503,0.0000,603.8868,24.5741,1.9540,1.9396,1.8407,24.3668,0.0010,1387.2763,37.2462,0.5430,0.9963,1.5286,0.0000,93.4750,25.5881,0.0000,1162.0039,34.0882,2.5120,0.8407,1.3322,-2582.0,2763.0,-0.3478,0.0000,787875.2703,887.6234,0.0000,0.3192,-2551.9172,-1175.0,1424.0,-0.8000,0.0000,366536.1600,605.4223,0.0000,0.5649,-756.7779,-2537.0,2763.0,-0.6667,0.0000,1186216.0556,1089.1355,0.0000,0.3076,-1633.7032,-8.0,0.0,-0.3478,0.0000,2.6616,1.6314,0.0000,-4.4772,-4.6904,-8.0,0.0,-0.8000,0.0000,5.7600,2.4000,0.0000,-2.6667,-3.0000,-8.0,0.0,-0.6667,0.0000,4.8889,2.2111,0.0000,-3.0151,-3.3166,-2582.0,2763.0,0.0000,0.0000,787872.6087,887.6219,0.0000,0.3180,inf,-1175.0,1424.0,0.0000,0.0000,366530.4000,605.4175,0.0000,0.5609,inf,-2537.0,2763.0,0.0000,0.0000,1186211.1667,1089.1332,0.0000,0.3058,inf,Benign
4.176.45.16_443_192.168.150.18_40248_TCP_2025-04-30 13:14:42.743702,2025-04-30 13:14:42.743702,4.176.45.16,443,192.168.150.18,40248,TCP,1,0,1,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,20,20,20,20.0000,0.0000,20.0000,nan,0.0000,20.0000,0.0000,0,0,0,0,0,0,0,0,0,0,20,20,20,20.0000,0.0000,20.0000,nan,0.0000,20.0000,0.0000,0,0,0,0,0,0,0,0,0,20.0000,20,20,0.0000,0.0000,20.0000,nan,0.0000,20.0000,20.0000,20,20,0.0000,0.0000,20.0000,nan,0.0000,20.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1746008082.7437,0.0000,1746008082.743702,1746008082.743702,1746008082.743702,1746008082.7437,nan,0.0000,1746008082.7437,0.0000,0,0,0,0,0,0,nan,nan,0,0,1746008082.7437,0.0000,1746008082.743702,1746008082.743702,1746008082.743702,1746008082.7437,nan,0.0000,1746008082.7437,0.0000,0,0,0,0,not a complete handshake,not a complete handshake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.150.18_40250_4.176.45.16_443_TCP_2025-04-30 13:14:42.383522,2025-04-30 13:14:42.383522,192.168.150.18,40250,4.176.45.16,443,TCP,25,13,12,10035,3515,6520,2856,0,401.4000,710.8450,505300.6400,0.0000,2.0189,1.7709,0.0000,2856,0,270.3846,753.0135,567029.3136,0.0000,3.0822,2.7850,0.0000,1424,0,543.3333,632.2083,399687.3889,261.5000,0.6170,1.1636,0.0000,816,40,32,32.6400,2.1703,32.0000,3.0963,0.0665,32.0000,4.7104,424,40,32,32.6154,2.1318,32.0000,3.1754,0.0654,32.0000,4.5444,392,40,32,32.6667,2.2111,32.0000,3.0151,0.0677,32.0000,4.8889,303.0000,2888,32,752.7955,566701.0769,32.0000,3.0827,2.4845,32.0000,576.0000,1456,32,631.6390,398967.8333,293.5000,0.6178,1.0966,32.0000,434.0400,2888,32,710.4868,504791.5584,40.0000,2.0201,1.6369,32.0000,65535,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32145.6485517983,11259.786214207377,20885.862337590923,80.08382798156029,38.44023743114894,41.643590550411346,0.9230769230769231,0,0,0,5945.0,5.0,52605774.85232068,0,0,0,0,1,5945,5,0.00011301040649414062,2,9,0,0,2,24,0,0,1,4,0,0,1,12,0,0,1,5,0,0,1,12,0,0,0.08,0.36,0.0,0.0,0.08,0.96,0.0,0.0,0.04,0.16,0.0,0.0,0.04,0.48,0.0,0.0,0.04,0.2,0.0,0.0,0.04,0.48,0.0,0.0,0.07692307692307693,0.3076923076923077,0.0,0.0,0.07692307692307693,0.9230769230769231,0.0,0.0,0.08333333333333333,0.4166666666666667,0.0,0.0,0.08333333333333333,1.0,0.0,0.0,0.0130,0.0252,0.09784197807312012,0.0,0.31217288970947266,0.0018,2.1319,1.9361,0.0000,0.0006,0.0260,0.0353,0.10157895088195801,0.0,0.31217288970947266,0.0022,0.9320,1.3585,0.0000,0.0012,0.0229,0.0377,0.10668802261352539,4.0531158447265625e-06,0.2515699863433838,0.0001,1.2206,1.6474,0.0000,0.0014,0,0,0,0,0.0014,0.0671,3,0.0040,106.6880,13.0072,0.0000,634.2177,25.1837,1.7930,2.1319,1.9361,22.8700,0.0040,1419.5213,37.6765,0.0570,1.2206,1.6474,0.0000,101.5790,26.0144,0.0000,1248.9843,35.3410,2.1710,0.9320,1.3585,-2582.0,2763.0,0.9583,0.0000,764504.1233,874.3593,0.0000,0.3152,912.3749,-1175.0,1424.0,-0.7273,0.0000,333214.7438,577.2476,0.0000,0.5921,-793.7154,-2510.0,2763.0,1.9167,0.0000,1177921.4097,1085.3209,0.0000,0.3362,566.2544,-8.0,0.0,-0.3333,0.0000,2.5556,1.5986,0.0000,-4.5873,-4.7958,-8.0,0.0,-0.7273,0.0000,5.2893,2.2998,0.0000,-2.8460,-3.1623,-8.0,0.0,-0.6667,0.0000,4.8889,2.2111,0.0000,-3.0151,-3.3166,-2582.0,2763.0,1.2917,0.0000,764500.7066,874.3573,0.0000,0.3141,676.9218,-1175.0,1424.0,0.0000,0.0000,333209.4545,577.2430,0.0000,0.5883,inf,-2510.0,2763.0,2.5833,0.0000,1177913.0764,1085.3170,0.0000,0.3344,420.1227,Benign
4.176.45.16_443_192.168.150.18_40250_TCP_2025-04-30 13:14:42.752035,2025-04-30 13:14:42.752035,4.176.45.16,443,192.168.150.18,40250,TCP,1,0,1,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,20,20,20,20.0000,0.0000,20.0000,nan,0.0000,20.0000,0.0000,0,0,0,0,0,0,0,0,0,0,20,20,20,20.0000,0.0000,20.0000,nan,0.0000,20.0000,0.0000,0,0,0,0,0,0,0,0,0,20.0000,20,20,0.0000,0.0000,20.0000,nan,0.0000,20.0000,20.0000,20,20,0.0000,0.0000,20.0000,nan,0.0000,20.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1746008082.7520,0.0000,1746008082.752035,1746008082.752035,1746008082.752035,1746008082.7520,nan,0.0000,1746008082.7520,0.0000,0,0,0,0,0,0,nan,nan,0,0,1746008082.7520,0.0000,1746008082.752035,1746008082.752035,1746008082.752035,1746008082.7520,nan,0.0000,1746008082.7520,0.0000,0,0,0,0,not a complete handshake,not a complete handshake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.150.18_56732_13.107.42.16_443_TCP_2025-04-30 13:14:42.841006,2025-04-30 13:14:42.841006,192.168.150.18,56732,13.107.42.16,443,TCP,22,10,12,6927,483,6444,1436,0,314.8636,536.5028,287835.2087,19.0000,1.5441,1.7039,0.0000,186,0,48.3000,74.5333,5555.2100,0.0000,0.9391,1.5431,0.0000,1436,0,537.0000,643.8249,414510.5000,160.0000,0.6337,1.1989,0.0000,472,40,20,21.4545,4.7552,20.0000,3.1662,0.2216,20.0000,22.6116,220,40,20,22.0000,6.0000,20.0000,2.6667,0.2727,20.0000,36.0000,252,32,20,21.0000,3.3166,20.0000,3.0151,0.1579,20.0000,11.0000,70.3000,206,20,73.4712,5398.0100,20.0000,0.9215,1.0451,20.0000,558.0000,1456,20,642.9988,413447.5000,180.0000,0.6346,1.1523,1456.0000,336.3182,1456,20,535.6695,286941.8533,49.0000,1.5458,1.5927,20.0000,65535,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91629.40639142679,6389.057786496195,85240.34860493061,291.0129840640089,158.73435494400485,132.27862912000404,1.2,0,0,0,5995.0,5.0,335264699.73333335,0,0,0,0,1,5995,5,1.7881393432617188e-05,2,7,0,0,2,21,0,0,1,3,0,0,1,9,0,0,1,4,0,0,1,12,0,0,0.09090909090909091,0.3181818181818182,0.0,0.0,0.09090909090909091,0.9545454545454546,0.0,0.0,0.045454545454545456,0.13636363636363635,0.0,0.0,0.045454545454545456,0.4090909090909091,0.0,0.0,0.045454545454545456,0.18181818181818182,0.0,0.0,0.045454545454545456,0.5454545454545454,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.9,0.0,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,0.08333333333333333,1.0,0.0,0.0,0.0036,0.0052,0.017258882522583008,0.0,0.07559800148010254,0.0012,1.4283,1.4409,0.0000,0.0000,0.0069,0.0080,0.01967597007751465,0.0,0.06244802474975586,0.0024,0.6554,1.1555,0.0000,0.0001,0.0057,0.0115,0.03518795967102051,2.86102294921875e-06,0.0624079704284668,0.0001,1.8192,2.0188,0.0000,0.0001,0,0,0,0,0.0040,0.0197,3,0.0030,35.1880,3.5999,0.0000,26.9074,5.1872,1.1890,1.4283,1.4409,5.6735,0.0030,131.1820,11.4535,0.0510,1.8192,2.0188,0.0000,19.6760,6.9387,0.0000,64.2814,8.0176,2.4000,0.6554,1.1555,-1185.0,1436.0,0.8571,0.0000,182907.1701,427.6765,0.0000,0.7866,498.9559,-1185.0,1436.0,2.3636,0.0000,338827.5041,582.0889,0.0000,0.5874,246.2684,-186.0,186.0,13.2222,0.0000,10371.5062,101.8406,0.0000,0.0217,7.7022,-12.0,0.0,-0.9524,0.0000,8.9977,2.9996,0.0000,-2.9676,-3.1496,-12.0,0.0,-1.0909,0.0000,11.9008,3.4498,0.0000,-2.8460,-3.1623,-20.0,0.0,-2.2222,0.0000,39.5062,6.2854,0.0000,-2.4749,-2.8284,-1185.0,1436.0,1.8095,0.0000,182894.7256,427.6619,0.0000,0.7800,236.3395,-1185.0,1436.0,3.4545,0.0000,338808.0661,582.0722,0.0000,0.5818,168.4946,-186.0,186.0,15.4444,0.0000,10263.3580,101.3082,0.0000,-0.0401,6.5595,Benign
192.168.150.18_56732_13.107.42.16_443_TCP_2025-04-30 13:14:42.923732,2025-04-30 13:14:42.923732,192.168.150.18,56732,13.107.42.16,443,TCP,1,1,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0,0,0,0,0,0,0,0,0,20,20,20,20.0000,0.0000,20.0000,nan,0.0000,20.0000,0.0000,20,20,20,20.0000,0.0000,20.0000,nan,0.0000,20.0000,0.0000,0,0,0,0,0,0,0,0,0,0,20.0000,20,20,0.0000,0.0000,20.0000,nan,0.0000,20.0000,0,0,0,0,0,0,0,0,0,20.0000,20,20,0.0000,0.0000,20.0000,nan,0.0000,20.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1746008082.9237,0.0000,1746008082.923732,1746008082.923732,1746008082.923732,1746008082.9237,nan,0.0000,1746008082.9237,0.0000,1746008082.9237,0.0000,1746008082.923732,1746008082.923732,1746008082.923732,1746008082.9237,nan,0.0000,1746008082.9237,0.0000,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,not a complete handshake,not a complete handshake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
192.168.150.18_56732_13.107.42.16_443_TCP_2025-04-30 13:14:42.923732,2025-04-30 13:14:42.923732,192.168.150.18,56732,13.107.42.16,443,TCP,1,1,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0,0,0,0,0,0,0,0,0,20,20,20,20.0000,0.0000,20.0000,nan,0.0000,20.0000,0.0000,20,20,20,20.0000,0.0000,20.0000,nan,0.0000,20.0000,0.0000,0,0,0,0,0,0,0,0,0,0,20.0000,20,20,0.0000,0.0000,20.0000,nan,0.0000,20.0000,0,0,0,0,0,0,0,0,0,20.0000,20,20,0.0000,0.0000,20.0000,nan,0.0000,20.0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1746008082.9237,0.0000,1746008082.923732,1746008082.923732,1746008082.923732,1746008082.9237,nan,0.0000,1746008082.9237,0.0000,1746008082.9237,0.0000,1746008082.923732,1746008082.923732,1746008082.923732,1746008082.9237,nan,0.0000,1746008082.9237,0.0000,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,not a complete handshake,not a complete handshake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
